npc_id,shop_id,item_id,price,position
1011001,5,1041013,9000,0
1011001,5,1041027,9000,0
1011001,5,1041028,9000,0
1011001,5,1041032,15000,0
1011001,5,1041033,15000,0
1011001,5,1041034,15000,0
1011001,5,1041035,15000,0
1011001,5,1041054,45000,0
1011001,5,1041055,45000,0
1011001,5,1041056,45000,0
1011001,5,1060005,14000,0
1011001,5,1060056,44000,0
1011001,5,1060057,44000,0
1011001,5,1060058,44000,0
1011001,5,1060059,44000,0
1011001,5,1061009,3000,0
1011001,5,1061057,3000,0
1011001,5,1061006,5000,0
1011001,5,1061058,5000,0
1011001,5,1061059,5000,0
1011001,5,1061050,44000,0
1011001,5,1061051,44000,0
1011001,5,1061052,44000,0
1011001,5,1062002,9000,0
1011001,5,1062006,13000,0
1011001,5,1072015,1800,0
1011001,5,1072059,1800,0
1011001,5,1072016,4500,0
1011001,5,1072060,4500,0
1011001,5,1072061,4500,0
1011001,5,1072025,9000,0
1011001,5,1072026,9000,0
1011001,5,1072068,9000,0
1011001,5,1072034,20000,0
1011001,5,1072069,20000,0
1011001,5,1072079,30000,0
1011001,5,1072080,30000,0
1011001,5,1072081,30000,0
1011001,5,1072082,30000,0
1011001,5,1072083,30000,0
1011001,5,1072012,15000,0
1011001,5,1072054,15000,0
1011001,5,1072055,15000,0
1011001,5,1072018,30000,0
1011001,5,1072064,30000,0
1011100,6,2070000,500,0
1011100,6,2050001,200,0
1011100,6,2050002,300,0
1011100,6,2010002,50,0
1011100,6,2010001,150,0
1011100,6,2010003,60,0
1011100,6,2010004,180,0
1011100,6,2020028,3000,0
1011100,6,2030000,400,0
1011100,6,2030004,500,0
1011100,6,2060000,1,0
1011100,6,2061000,1,0
1011100,6,2050000,200,0
1011100,6,2000000,30,0
1011100,6,2000001,150,0
1011100,6,2000002,280,0
1011100,6,2000003,150,0
1011100,6,2000006,385,0
1011100,6,2002000,400,0
1011100,6,2002001,400,0
1011100,6,2002002,500,0
1011100,6,2002004,500,0
1011100,6,2002005,500,0
1011100,6,2010000,30,0
1011100,6,2330000,800,1
1012004,7,2120000,30,0
1012004,7,2260000,1000,0
1021000,15,1442004,24000,104
1021000,15,1442007,12000,108
1021000,15,1442007,12000,108
1021000,15,1442006,8000,112
1021000,15,1442000,3000,116
1021000,15,1432001,7000,120
1021000,15,1432000,3000,124
1021000,15,1422004,20000,128
1021000,15,1422006,10000,132
1021000,15,1422003,10000,136
1021000,15,1422002,6000,140
1021000,15,1422000,3000,144
1021000,15,1412006,45000,148
1021000,15,1412000,22000,152
1021000,15,1412002,10000,156
1021000,15,1412001,3000,160
1021000,15,1402008,22000,164
1021000,15,1402000,12000,168
1021000,15,1402001,3000,172
1021000,15,1322014,40000,176
1021000,15,1322004,22000,180
1021000,15,1322002,10000,184
1021000,15,1322000,6000,188
1021000,15,1312005,40000,192
1021000,15,1312003,20000,196
1021000,15,1312001,6000,200
1021000,15,1332010,22000,204
1021000,15,1332008,10000,208
1021000,15,1332006,7000,212
1021000,15,1302008,40000,216
1021000,15,1302003,20000,220
1021000,15,1302006,10000,224
1021000,15,1302002,10000,228
1021000,15,1302005,6000,232
1021000,15,1302007,3000,236
1021001,14,1092000,6000,104
1021001,14,1092005,4000,108
1021001,14,1072011,15000,112
1021001,14,1072047,10000,116
1021001,14,1072046,10000,120
1021001,14,1072007,10000,124
1021001,14,1072050,5000,128
1021001,14,1072009,5000,132
1021001,14,1061020,14000,136
1021001,14,1061019,14000,140
1021001,14,1061015,14000,144
1021001,14,1061018,9000,148
1021001,14,1061017,9000,152
1021001,14,1061016,9000,156
1021001,14,1061023,3000,160
1021001,14,1061014,3000,164
1021001,14,1060019,38000,168
1021001,14,1060018,38000,172
1021001,14,1060017,38000,176
1021001,14,1060016,38000,180
1021001,14,1060060,14000,184
1021001,14,1060030,14000,188
1021001,14,1060011,14000,192
1021001,14,1060029,9000,196
1021001,14,1060010,9000,200
1021001,14,1060027,5000,204
1021001,14,1060009,5000,208
1021001,14,1060028,3000,212
1021001,14,1051013,60000,220
1021001,14,1051012,60000,224
1021001,14,1051011,60000,228
1021001,14,1051010,60000,232
1021001,14,1051000,8000,236
1021001,14,1050011,70000,240
1021001,14,1050007,15000,244
1021001,14,1050006,15000,248
1021001,14,1050005,15000,252
1021001,14,1041024,16000,256
1021001,14,1041023,16000,260
1021001,14,1041022,16000,264
1021001,14,1041021,9000,268
1021001,14,1041020,9000,272
1021001,14,1041019,9000,276
1021001,14,1041064,3200,280
1021001,14,1041014,3200,284
1021001,14,1040026,40000,288
1021001,14,1040021,40000,292
1021001,14,1040041,16000,296
1021001,14,1040016,16000,300
1021001,14,1040040,16000,304
1021001,14,1040039,9000,308
1021001,14,1040012,9000,312
1021001,14,1040037,5500,316
1021001,14,1040009,5500,320
1021001,14,1040038,3200,324
1021001,14,1040015,3200,328
1021001,14,1002005,19000,332
1021001,14,1002027,11500,336
1021001,14,1002059,8500,340
1021001,14,1002055,8700,344
1021001,14,1002051,3500,348
1021001,14,1002039,2700,352
1021001,14,1002043,2400,356
1021100,16,2050002,300,0
1021100,16,2050001,200,0
1021100,16,2050000,200,0
1021100,16,2061000,1,0
1021100,16,2060000,1,0
1021100,16,2030003,500,0
1021100,16,2030000,400,0
1021100,16,2010004,180,0
1021100,16,2010003,60,0
1021100,16,2010001,150,0
1021100,16,2010002,50,0
1021100,16,2010000,30,0
1021100,16,2002005,500,0
1021100,16,2002004,500,0
1021100,16,2002002,500,0
1021100,16,2002001,400,0
1021100,16,2002000,500,0
1021100,16,2000006,385,0
1021100,16,2000003,150,0
1021100,16,2000002,280,0
1021100,16,2000001,150,0
1021100,16,2000000,30,0
1021100,16,2330000,800,1
1021100,16,2070000,500,1
1031000,8,1372005,2000,0
1031000,8,1372006,5000,0
1031000,8,1372002,9000,0
1031000,8,1372004,18000,0
1031000,8,1372003,38000,0
1031000,8,1372005,3000,0
1031000,8,1382003,6000,0
1031000,8,1382005,6000,0
1031000,8,1382004,10000,0
1031000,8,1382002,20000,0
1031000,8,1322002,10000,0
1031001,9,1002017,1200,0
1031001,9,1002102,3000,0
1031001,9,1002103,3000,0
1031001,9,1002104,3000,0
1031001,9,1002105,3000,0
1031001,9,1002106,3000,0
1031001,9,1002016,20000,0
1031001,9,1040004,2000,0
1031001,9,1040017,2000,0
1031001,9,1040018,8500,0
1031001,9,1040019,8500,0
1031001,9,1040020,8500,0
1031001,9,1041015,2000,0
1031001,9,1041016,2000,0
1031001,9,1041017,4000,0
1031001,9,1041018,4000,0
1031001,9,1041025,4000,0
1031001,9,1041026,4000,0
1031001,9,1040018,8500,0
1031001,9,1040020,8500,0
1031001,9,1041031,8500,0
1031001,9,1041041,42000,0
1031001,9,1041042,42000,0
1031001,9,1041043,42000,0
1031001,9,1050008,7000,0
1031001,9,1050009,7000,0
1031001,9,1050010,7000,0
1031001,9,1050001,16000,0
1031001,9,1050023,16000,0
1031001,9,1050024,16000,0
1031001,9,1050025,16000,0
1031001,9,1050003,60000,0
1031001,9,1050026,60000,0
1031001,9,1050027,60000,0
1031001,9,1050028,60000,0
1031001,9,1051004,16000,0
1031001,9,1051005,16000,0
1031001,9,1051003,16000,0
1031001,9,1060012,2000,0
1031001,9,1060013,2000,0
1031001,9,1060014,8000,0
1031001,9,1060015,8000,0
1031001,9,1061010,2000,0
1031001,9,1061011,2000,0
1031001,9,1061012,4000,0
1031001,9,1061013,4000,0
1031001,9,1061021,4000,0
1031001,9,1061022,4000,0
1031001,9,1061027,8000,0
1031001,9,1061028,8000,0
1031001,9,1061034,40000,0
1031001,9,1061035,40000,0
1031001,9,1061036,40000,0
1031001,9,1072006,1500,0
1031001,9,1072044,1500,0
1031001,9,1072045,1500,0
1031001,9,1072023,4000,0
1031001,9,1072024,4000,0
1031001,9,1072019,9000,0
1031001,9,1072020,9000,0
1031001,9,1072021,9000,0
1031001,9,1072072,20000,0
1031001,9,1072073,20000,0
1031001,9,1072074,20000,0
1031100,10,2000000,30,0
1031100,10,2000001,150,0
1031100,10,2000002,280,0
1031100,10,2000003,150,0
1031100,10,2000006,385,0
1031100,10,2002000,500,0
1031100,10,2002001,400,0
1031100,10,2002002,500,0
1031100,10,2002004,500,0
1031100,10,2002005,500,0
1031100,10,2010000,30,0
1031100,10,2010002,50,0
1031100,10,2010001,60,0
1031100,10,2010003,150,0
1031100,10,2010004,180,0
1031100,10,2020028,3000,0
1031100,10,2030000,400,0
1031100,10,2030002,500,0
1031100,10,2060000,1,0
1031100,10,2061000,1,0
1031100,10,2050000,200,0
1031100,10,2050001,200,0
1031100,10,2050002,300,0
1031100,10,2070000,500,0
1031100,10,2330000,800,1
1032103,13,2040000,35000,0
1032103,13,2040400,35000,0
1032103,13,2040600,35000,0
1032103,13,2040700,35000,0
1032103,13,2040300,35000,0
1032103,13,2044500,70000,0
1032103,13,2044600,70000,0
1032103,13,2043800,70000,0
1051000,17,1472000,3000,104
1051000,17,1442000,3000,108
1051000,17,1432001,7000,112
1051000,17,1432000,3000,116
1051000,17,1422000,3000,120
1051000,17,1412001,3000,124
1051000,17,1402001,3000,128
1051000,17,1322009,20000,132
1051000,17,1332009,42000,136
1051000,17,1332012,40000,140
1051000,17,1332004,38000,144
1051000,17,1332010,22000,148
1051000,17,1332013,15000,152
1051000,17,1332008,10000,156
1051000,17,1332002,8000,160
1051000,17,1332006,7000,164
1051000,17,1332000,4000,168
1051000,17,1302007,3000,172
1051001,18,1072066,9000,104
1051001,18,1072065,9000,108
1051001,18,1072022,9000,112
1051001,18,1072031,4500,116
1051001,18,1072030,4500,120
1051001,18,1072029,4500,124
1051001,18,1072028,4500,128
1051001,18,1072043,2000,132
1051001,18,1072042,2000,136
1051001,18,1072004,2000,140
1051001,18,1072071,1800,144
1051001,18,1072070,1800,148
1051001,18,1061046,40000,152
1051001,18,1061045,40000,156
1051001,18,1061044,40000,160
1051001,18,1061043,40000,164
1051001,18,1061056,18000,168
1051001,18,1061055,18000,172
1051001,18,1061054,18000,176
1051001,18,1061053,18000,180
1051001,18,1061042,12000,184
1051001,18,1061041,12000,188
1051001,18,1061040,12000,192
1051001,18,1061033,8000,196
1051001,18,1061032,8000,200
1051001,18,1061003,8000,204
1051001,18,1061038,4800,208
1051001,18,1061037,4800,212
1051001,18,1061031,2800,216
1051001,18,1061030,2800,220
1051001,18,1061029,2800,224
1051001,18,1060046,40000,228
1051001,18,1060045,40000,232
1051001,18,1060044,40000,236
1051001,18,1060043,40000,240
1051001,18,1060039,19000,244
1051001,18,1060038,19000,248
1051001,18,1060037,19000,252
1051001,18,1060033,8000,256
1051001,18,1060032,8000,260
1051001,18,1060031,8000,264
1051001,18,1060025,4800,268
1051001,18,1060024,4800,272
1051001,18,1060023,2800,276
1051001,18,1060022,2800,280
1051001,18,1060021,2800,284
1051001,18,1041050,45000,288
1051001,18,1041049,45000,292
1051001,18,1041048,45000,296
1051001,18,1041047,45000,300
1051001,18,1041060,18000,304
1051001,18,1041059,18000,308
1051001,18,1041058,18000,312
1051001,18,1041057,18000,316
1051001,18,1041040,9000,320
1051001,18,1041039,9000,324
1051001,18,1041003,9000,328
1051001,18,1041045,5000,332
1051001,18,1041044,5000,336
1051001,18,1041038,3000,340
1051001,18,1041037,3000,344
1051001,18,1041036,3000,348
1051001,18,1040060,45000,352
1051001,18,1040059,45000,356
1051001,18,1040058,45000,360
1051001,18,1040057,45000,364
1051001,18,1040050,16000,368
1051001,18,1040049,16000,372
1051001,18,1040048,16000,376
1051001,18,1040044,9000,380
1051001,18,1040043,9000,384
1051001,18,1040042,9000,388
1051001,18,1040035,5000,392
1051001,18,1040034,5000,396
1051001,18,1040033,3000,400
1051001,18,1040032,3000,404
1051001,18,1040031,3000,408
1051001,18,1002175,30000,412
1051001,18,1002174,30000,416
1051001,18,1002173,30000,420
1051001,18,1002172,30000,424
1051001,18,1002171,30000,428
1051001,18,1002150,20000,432
1051001,18,1002149,20000,436
1051001,18,1002148,20000,440
1051001,18,1002147,20000,444
1051001,18,1002146,20000,448
1051001,18,1002097,7400,452
1051001,18,1002096,7400,456
1051001,18,1002020,7400,460
1051001,18,1002131,12000,464
1051001,18,1002130,12000,468
1051001,18,1002129,12000,472
1051001,18,1002128,12000,476
1051001,18,1002127,12000,480
1051001,18,1002111,4000,484
1051001,18,1002110,4000,488
1051001,18,1002109,4000,492
1051001,18,1002108,4000,496
1051001,18,1002107,4000,500
1051001,18,1002001,3000,504
1051001,18,1002126,900,508
1051001,18,1002125,900,512
1051001,18,1002124,900,516
1051001,18,1002123,900,520
1051001,18,1002122,900,524
1051002,19,2050002,300,0
1051002,19,2050001,200,0
1051002,19,2050000,200,0
1051002,19,2061000,1,0
1051002,19,2060000,1,0
1051002,19,2030005,500,0
1051002,19,2030000,400,0
1051002,19,2010004,180,0
1051002,19,2010003,60,0
1051002,19,2010001,150,0
1051002,19,2010002,50,0
1051002,19,2010000,30,0
1051002,19,2002005,500,0
1051002,19,2002004,500,0
1051002,19,2002002,500,0
1051002,19,2002001,400,0
1051002,19,2002000,500,0
1051002,19,2000006,385,0
1051002,19,2000003,150,0
1051002,19,2000002,280,0
1051002,19,2000001,150,0
1051002,19,2000000,30,0
1051002,19,2330000,800,1
1051002,19,2070000,500,1
1052104,34,2044700,70000,104
1052104,34,2043300,70000,108
1052104,34,2044400,70000,112
1052104,34,2044300,70000,116
1052104,34,2044200,70000,120
1052104,34,2044100,70000,124
1052104,34,2044000,70000,128
1052104,34,2043200,70000,132
1052104,34,2043100,70000,136
1052104,34,2043000,70000,140
1052104,34,2040703,35000,144
1052104,34,2040700,35000,148
1052104,34,2040600,35000,152
1052104,34,2040500,35000,156
1052104,34,2040003,35000,160
1052104,34,2040000,35000,164
1061001,11,2020001,150,0
1061001,11,2020005,320,0
1061001,11,2020003,225,0
1061001,11,2020004,225,0
1061001,11,2022003,770,0
1061001,11,2020000,420,0
1061001,11,2022000,1155,0
1061001,11,2020002,320,0
1061001,11,2060000,1,0
1061001,11,2061000,1,0
1061001,11,2030000,400,0
1061001,11,2070000,500,0
1061001,11,2330000,800,1
1061002,12,2000000,30,0
1061002,12,2000001,150,0
1061002,12,2000002,260,0
1061002,12,2000003,150,0
1061002,12,2000006,385,0
1061002,12,2010000,30,0
1061002,12,2010002,50,0
1061002,12,2010001,60,0
1061002,12,2010003,150,0
1061002,12,2010004,180,0
1061002,12,2022000,1155,0
1061002,12,2022003,770,0
1061002,12,2030000,400,0
1061002,12,2030006,600,0
1061002,12,2061000,1,0
1061002,12,2060000,1,0
1061002,12,2070000,500,0
1061002,12,2330000,800,1
1091000,25,1322007,6000,104
1091000,25,1302007,3000,108
1091000,25,1442004,24000,112
1091000,25,1482004,52000,116
1091000,25,1482003,20000,120
1091000,25,1482002,10000,124
1091000,25,1482001,6000,128
1091000,25,1482000,3000,132
1091000,25,1492004,50000,136
1091000,25,1492003,22000,140
1091000,25,1492002,10000,144
1091000,25,1492001,6000,148
1091000,25,1492000,3000,152
1091001,24,1072288,8000,104
1091001,24,1072285,5000,108
1091001,24,1052107,60000,112
1091001,24,1052104,30000,116
1091001,24,1052101,16000,120
1091001,24,1052098,8000,124
1091001,24,1052095,4000,128
1091001,24,1002619,20000,132
1091001,24,1002616,12000,136
1091001,24,1002613,4000,140
1091001,24,1002610,900,144
1091002,23,2061000,1,0
1091002,23,2060000,1,0
1091002,23,2030019,500,0
1091002,23,2030000,400,0
1091002,23,2020028,3000,0
1091002,23,2010004,180,0
1091002,23,2010003,60,0
1091002,23,2010001,150,0
1091002,23,2010002,50,0
1091002,23,2010000,30,0
1091002,23,2002005,500,0
1091002,23,2002004,500,0
1091002,23,2002002,500,0
1091002,23,2002001,400,0
1091002,23,2002000,500,0
1091002,23,2000006,385,0
1091002,23,2000003,180,0
1091002,23,2000002,280,0
1091002,23,2000001,150,0
1091002,23,2000000,30,0
1091002,23,2330000,800,1
1091002,23,2070000,500,1
11000,1,1302000,50,0
11000,1,1312004,50,0
11000,1,1322005,50,0
11000,1,1332005,50,0
1100001,27,1072005,50,104
1100001,27,1072001,50,108
1100001,27,1061008,50,112
1100001,27,1061002,50,116
1100001,27,1060006,50,120
1100001,27,1060002,50,124
1100001,27,1041011,50,128
1100001,27,1041010,50,132
1100001,27,1041006,50,136
1100001,27,1041002,50,140
1100001,27,1040010,50,144
1100001,27,1040006,50,148
1100001,27,1040002,50,152
1100001,27,1332005,500,156
1100001,27,1322005,50,160
1100001,27,1312004,50,164
1100001,27,1302000,50,168
1100002,26,2050002,300,0
1100002,26,2050001,200,0
1100002,26,2050000,200,0
1100002,26,2061000,1,0
1100002,26,2060000,1,0
1100002,26,2030000,400,0
1100002,26,2120008,200,0
1100002,26,2010004,180,0
1100002,26,2010003,60,0
1100002,26,2010001,150,0
1100002,26,2010002,50,0
1100002,26,2010000,30,0
1100002,26,2002005,500,0
1100002,26,2002004,500,0
1100002,26,2002002,500,0
1100002,26,2002001,400,0
1100002,26,2002000,500,0
1100002,26,2000006,385,0
1100002,26,2000003,150,0
1100002,26,2000002,280,0
1100002,26,2000001,150,0
1100002,26,2000000,30,0
1100002,26,2330000,800,1
1100002,26,2070000,500,1
11100,2,2000000,30,0
11100,2,2000001,150,0
11100,2,2000002,280,0
11100,2,2010000,30,0
11100,2,2010002,50,0
1200001,29,1442000,3000,0
1200001,29,1442006,8000,0
1200001,29,1442007,12000,0
1200001,29,1040002,50,0
1200001,29,1040006,50,0
1200001,29,1040010,50,0
1200001,29,1041002,50,0
1200001,29,1041006,50,0
1200001,29,1041010,50,0
1200001,29,1041011,50,0
1200001,29,1060002,50,0
1200001,29,1060006,50,0
1200001,29,1061002,50,0
1200001,29,1061008,50,0
1200001,29,1072001,50,0
1200001,29,1072005,50,0
1200002,30,2000000,30,0
1200002,30,2000001,150,0
1200002,30,2000002,280,0
1200002,30,2000003,150,0
1200002,30,2000006,385,0
1200002,30,2002000,500,0
1200002,30,2002001,400,0
1200002,30,2002002,500,0
1200002,30,2002004,500,0
1200002,30,2002005,500,0
1200002,30,2010002,50,0
1200002,30,2010001,150,0
1200002,30,2010003,60,0
1200002,30,2010004,180,0
1200002,30,2030000,400,0
1200002,30,2050000,200,0
1200002,30,2050001,200,0
1200002,30,2050002,300,0
1200002,30,2010000,30,0
1200002,30,2070000,500,1
1200002,30,2330000,800,1
1301000,28,2050002,300,0
1301000,28,2050001,200,0
1301000,28,2050000,200,0
1301000,28,2061000,1,0
1301000,28,2060000,1,0
1301000,28,2000000,30,0
1301000,28,2030000,400,0
1301000,28,2020028,3000,0
1301000,28,2010004,180,0
1301000,28,2010003,60,0
1301000,28,2010001,150,0
1301000,28,2010002,50,0
1301000,28,2010000,30,0
1301000,28,2002005,500,0
1301000,28,2002004,500,0
1301000,28,2002002,500,0
1301000,28,2002001,400,0
1301000,28,2002000,500,0
1301000,28,2000006,385,0
1301000,28,2000003,150,0
1301000,28,2000002,280,0
1301000,28,2000001,150,0
1301000,28,2330000,800,1
1301000,28,2070000,500,1
2010004,66,2260000,1000,220
2010004,66,2120000,30,224
2012003,68,1492004,75000,104
2012003,68,1482004,75000,108
2012003,68,1472001,20000,112
2012003,68,1462000,30000,116
2012003,68,1452005,150000,120
2012003,68,1442001,60000,124
2012003,68,1432002,60000,128
2012003,68,1422001,45000,132
2012003,68,1412006,45000,136
2012003,68,1402002,150000,140
2012003,68,1382002,20000,144
2012003,68,1372003,38000,148
2012003,68,1332012,40000,152
2012003,68,1332009,42000,156
2012003,68,1322014,40000,160
2012003,68,1312005,40000,164
2012003,68,1302008,40000,168
2012004,67,1052107,90000,104
2012004,67,1002622,40000,108
2012004,67,1061046,40000,112
2012004,67,1061045,40000,116
2012004,67,1061044,40000,120
2012004,67,1061043,40000,124
2012004,67,1060046,40000,128
2012004,67,1060045,40000,132
2012004,67,1060044,40000,136
2012004,67,1060043,40000,140
2012004,67,1041050,45000,144
2012004,67,1041049,45000,148
2012004,67,1041048,45000,152
2012004,67,1041047,45000,156
2012004,67,1040060,45000,160
2012004,67,1040059,45000,164
2012004,67,1040058,45000,168
2012004,67,1040057,45000,172
2012004,67,1002175,30000,176
2012004,67,1002174,30000,180
2012004,67,1002173,30000,184
2012004,67,1002172,30000,188
2012004,67,1002171,30000,192
2012004,67,1061051,44000,196
2012004,67,1061050,44000,200
2012004,67,1061052,44000,204
2012004,67,1060057,44000,208
2012004,67,1060056,44000,212
2012004,67,1060058,44000,216
2012004,67,1060059,44000,220
2012004,67,1041055,50000,224
2012004,67,1041054,50000,228
2012004,67,1041056,50000,232
2012004,67,1040068,50000,236
2012004,67,1040067,50000,240
2012004,67,1040070,50000,244
2012004,67,1040069,50000,248
2012004,67,1002165,30000,252
2012004,67,1002164,30000,256
2012004,67,1002163,30000,260
2012004,67,1002162,30000,264
2012004,67,1002161,30000,268
2012004,67,1061036,40000,272
2012004,67,1061035,40000,276
2012004,67,1061034,40000,280
2012004,67,1050028,40000,284
2012004,67,1050027,40000,288
2012004,67,1050026,40000,292
2012004,67,1050003,40000,296
2012004,67,1041043,42000,300
2012004,67,1041042,42000,304
2012004,67,1041041,42000,308
2012004,67,1002064,40000,312
2012004,67,1092006,60000,316
2012004,67,1060019,38000,320
2012004,67,1060018,38000,324
2012004,67,1060017,38000,328
2012004,67,1060016,38000,332
2012004,67,1051013,60000,336
2012004,67,1051012,60000,340
2012004,67,1051011,60000,344
2012004,67,1051010,60000,348
2012004,67,1040026,40000,352
2012004,67,1040021,40000,356
2012004,67,1002023,120000,360
2012005,69,2061000,1,0
2012005,69,2060000,1,0
2012005,69,2030000,400,0
2012005,69,2050003,500,0
2012005,69,2050002,300,0
2012005,69,2050001,200,0
2012005,69,2050000,200,0
2012005,69,2020028,3000,0
2012005,69,2010004,180,0
2012005,69,2010003,100,0
2012005,69,2010001,150,0
2012005,69,2010002,50,0
2012005,69,2010000,30,0
2012005,69,2001002,4000,0
2012005,69,2001001,2300,0
2012005,69,2001000,3200,0
2012005,69,2022000,1150,0
2012005,69,2022003,770,0
2012005,69,2002005,500,0
2012005,69,2002004,500,0
2012005,69,2002002,500,0
2012005,69,2002001,400,0
2012005,69,2002000,500,0
2012005,69,2000006,385,0
2012005,69,2000003,200,0
2012005,69,2000002,320,0
2012005,69,2000001,150,0
2012005,69,2000000,30,0
2012005,69,2330000,800,1
2012005,69,2070000,500,1
2020001,70,1492006,160000,104
2020001,70,1492005,100000,108
2020001,70,1482006,150000,112
2020001,70,1482005,100000,116
2020001,70,1472007,60000,120
2020001,70,1472004,30000,124
2020001,70,1462005,250000,128
2020001,70,1462004,200000,132
2020001,70,1452007,375000,136
2020001,70,1452006,250000,140
2020001,70,1442009,300000,144
2020001,70,1442003,175000,148
2020001,70,1432005,225000,152
2020001,70,1432003,175000,156
2020001,70,1422007,250000,160
2020001,70,1422008,200000,164
2020001,70,1412005,250000,168
2020001,70,1412004,200000,172
2020001,70,1402007,450000,176
2020001,70,1402006,350000,180
2020001,70,1372000,400000,184
2020001,70,1372001,175000,188
2020001,70,1332011,425000,192
2020001,70,1332014,375000,196
2020001,70,1332001,200000,200
2020001,70,1322016,175000,204
2020001,70,1322015,100000,208
2020001,70,1312007,175000,212
2020001,70,1312006,100000,216
2020001,70,1302009,225000,220
2020001,70,1302004,100000,224
2022000,71,1002625,75000,104
2022000,71,1052113,120000,108
2022000,71,1052110,100000,112
2022000,71,1061069,160000,116
2022000,71,1061070,160000,120
2022000,71,1060072,160000,124
2022000,71,1060071,160000,128
2022000,71,1060052,108000,132
2022000,71,1060050,108000,136
2022000,71,1060051,108000,140
2022000,71,1051009,111000,144
2022000,71,1051008,111000,148
2022000,71,1051007,111000,152
2022000,71,1041074,180000,156
2022000,71,1041075,180000,160
2022000,71,1040083,180000,164
2022000,71,1040082,180000,168
2022000,71,1040061,114000,172
2022000,71,1040062,114000,176
2022000,71,1040063,114000,180
2022000,71,1002180,100000,184
2022000,71,1002179,100000,188
2022000,71,1002178,100000,192
2022000,71,1002177,100000,196
2022000,71,1002176,100000,200
2022000,71,1061080,160000,204
2022000,71,1061081,160000,208
2022000,71,1061062,108000,212
2022000,71,1061060,108000,216
2022000,71,1061064,108000,220
2022000,71,1061061,108000,224
2022000,71,1060069,160000,228
