mob_id,item_id,chance_text,min,max,questid
100132,2040823,0.03%,1,1,0
100132,2041018,0.03%,1,1,0
100133,4000496,36%,1,1,0
100133,2000000,2%,1,1,0
100133,2010009,2%,1,1,0
100133,4010001,0.9%,1,1,0
100133,4020003,0.9%,1,1,0
100133,1032001,0.1%,1,1,0
100133,2380018,0.1%,1,1,0
100133,1002007,0.09%,1,1,0
100133,1002041,0.09%,1,1,0
100133,1040038,0.08%,1,1,0
100133,1041064,0.08%,1,1,0
100133,1060028,0.08%,1,1,0
100133,1061023,0.08%,1,1,0
100133,1072009,0.08%,1,1,0
100133,1082000,0.06%,1,1,0
100133,1442006,0.045%,1,1,0
100133,2041004,0.03%,1,1,0
100133,2048000,0.03%,1,1,0
100134,4000497,36%,1,1,0
100134,2000000,2%,1,1,0
100134,2010009,2%,1,1,0
100134,4010002,0.9%,1,1,0
100134,4020002,0.9%,1,1,0
100134,1032003,0.1%,1,1,0
100134,2380019,0.1%,1,1,0
100134,1002042,0.09%,1,1,0
100134,1002051,0.09%,1,1,0
100134,1040009,0.08%,1,1,0
100134,1060009,0.08%,1,1,0
100134,1072050,0.08%,1,1,0
100134,1051000,0.045%,1,1,0
100134,2040500,0.03%,1,1,0
100134,2044400,0.03%,1,1,0
120100,4000011,36%,1,1,0
120100,2060000,3%,1,1,0
120100,2061000,3%,1,1,0
120100,2000000,2%,1,1,0
120100,2010009,2%,1,1,0
120100,4010002,0.9%,1,1,0
120100,4020002,0.9%,1,1,0
120100,2380002,0.1%,1,1,0
120100,1002610,0.09%,1,1,0
120100,1060007,0.08%,1,1,0
120100,1061009,0.08%,1,1,0
120100,1062000,0.08%,1,1,0
120100,1332006,0.05%,1,1,0
120100,2041007,0.03%,1,1,0
130100,4001358,99.9999%,1,1,28248
130100,4032498,99.9999%,1,1,22004
130100,4031773,60%,1,1,2145
130100,4000003,36%,1,1,0
130100,4032374,4%,1,1,2405
130100,4032378,4%,1,1,2408
130100,2060000,3%,1,1,0
130100,2061000,3%,1,1,0
130100,2000000,2%,1,1,0
130100,2010009,2%,1,1,0
130100,4032460,0.9999%,1,1,22529
130100,4010003,0.9%,1,1,0
130100,4020003,0.9%,1,1,0
130100,4030009,0.5%,1,1,0
130100,2380003,0.1%,1,1,0
130100,1061014,0.08%,1,1,0
130100,1072007,0.08%,1,1,0
130100,1082003,0.06%,1,1,0
130100,1332000,0.05%,1,1,0
130100,1452003,0.05%,1,1,0
130100,1492000,0.05%,1,1,0
130100,2040402,0.03%,1,1,0
130100,2041008,0.03%,1,1,0
130101,4001359,99.9999%,1,1,28248
130101,4000016,50%,1,1,0
130101,4031846,5%,1,1,2173
130101,2060000,3%,1,1,0
130101,2061000,3%,1,1,0
130101,2000000,2%,1,1,0
130101,2010009,2%,1,1,0
130101,4010004,0.9%,1,1,0
130101,4020004,0.9%,1,1,0
130101,1032003,0.1%,1,1,0
130101,2380004,0.1%,1,1,0
130101,1061029,0.08%,1,1,0
130101,1072060,0.08%,1,1,0
130101,1082029,0.06%,1,1,0
130101,1052095,0.045%,1,1,0
130101,1322007,0.045%,1,1,0
130101,1372002,0.045%,1,1,0
130101,1402001,0.045%,1,1,0
130101,2040502,0.03%,1,1,0
130101,2041009,0.03%,1,1,0
210100,4000004,99.9999%,1,1,0
210100,4031273,50%,1,1,2104
210100,4000010,36%,1,1,0
210100,4032376,4%,1,1,2406
210100,4032377,4%,1,1,2407
210100,2060000,3%,1,1,0
210100,2061000,3%,1,1,0
210100,2000000,2%,1,1,0
210100,2010009,2%,1,1,0
210100,4010005,0.9%,1,1,0
210100,4020005,0.9%,1,1,0
210100,4030000,0.3%,1,1,0
210100,1342000,0.15%,1,1,0
210100,2380005,0.1%,1,1,0
210100,1002019,0.09%,1,1,0
210100,1072023,0.08%,1,1,0
210100,1082019,0.06%,1,1,0
210100,1432001,0.05%,1,1,0
210100,1482000,0.05%,1,1,0
210100,1322007,0.045%,1,1,0
210100,1412001,0.045%,1,1,0
210100,1412012,0.045%,1,1,0
210100,2040602,0.03%,1,1,0
210100,2041018,0.03%,1,1,0
1110100,4031146,100%,1,1,2065
1110100,4001348,99.9999%,1,1,28231
1110100,4032620,99.9999%,1,1,2357
1110100,4000012,36%,1,1,0
1110100,4032379,4%,1,1,2409
1110100,2060000,3%,1,1,0
1110100,2061000,3%,1,1,0
1110100,2000000,2%,1,1,0
1110100,2000001,2%,1,1,0
1110100,2000003,2%,1,1,0
1110100,4010004,0.9%,1,1,0
1110100,4020002,0.9%,1,1,0
1110100,4020003,0.9%,1,1,0
1110100,1032001,0.1%,1,1,0
1110100,2380011,0.1%,1,1,0
1110100,1002010,0.09%,1,1,0
1110100,1002033,0.09%,1,1,0
1110100,1002143,0.09%,1,1,0
1110100,1041017,0.08%,1,1,0
1110100,1041044,0.08%,1,1,0
1110100,1041063,0.08%,1,1,0
1110100,1061012,0.08%,1,1,0
1110100,1061037,0.08%,1,1,0
1110100,1061059,0.08%,1,1,0
1110100,1072285,0.08%,1,1,0
1110100,1432005,0.05%,1,1,0
1110100,1452003,0.05%,1,1,0
1110100,1462002,0.05%,1,1,0
1110100,1482001,0.05%,1,1,0
1110100,1302007,0.045%,1,1,0
1110100,1322000,0.045%,1,1,0
1110100,1412012,0.045%,1,1,0
1110100,2043102,0.03%,1,1,0
1110100,2048000,0.03%,1,1,0
1110100,1092008,0.007%,1,1,0
1110101,4001344,99.9999%,1,1,0
1110101,4001347,99.9999%,1,1,28229
1110101,4001360,99.9999%,1,1,28248
1110101,4032460,99.9999%,1,1,22529
1110101,4032624,99.9999%,1,1,2380
1110101,4000005,36%,1,1,0
1110101,4001356,10%,1,1,0
1110101,4032374,4%,1,1,2405
1110101,4032376,4%,1,1,2406
1110101,2060000,3%,1,1,0
1110101,2061000,3%,1,1,0
1110101,2000000,2%,1,1,0
1110101,2000001,2%,1,1,0
1110101,2000003,2%,1,1,0
1110101,4010001,0.9%,1,1,0
1110101,4020000,0.9%,1,1,0
1110101,4030009,0.5%,1,1,0
1110101,1032001,0.1%,1,1,0
1110101,2380008,0.1%,1,1,0
1110101,1002039,0.09%,1,1,0
1110101,1002613,0.09%,1,1,0
1110101,1041018,0.08%,1,1,0
1110101,1041061,0.08%,1,1,0
1110101,1061013,0.08%,1,1,0
1110101,1061057,0.08%,1,1,0
1110101,1482000,0.05%,1,1,0
1110101,1092003,0.045%,1,1,0
1110101,1302006,0.045%,1,1,0
1110101,1382000,0.045%,1,1,0
1110101,1442000,0.045%,1,1,0
1110101,2040802,0.03%,1,1,0
1110130,4000012,36%,1,1,0
1110130,4032317,9%,1,1,0
1110130,4032318,9%,1,1,0
1110130,4032316,5%,1,1,21714
1110130,4032318,5%,1,1,0
1110130,2060000,3%,1,1,0
1110130,2061000,3%,1,1,0
1110130,2000000,2%,1,1,0
1110130,2000001,2%,1,1,0
1110130,2000003,2%,1,1,0
1110130,4010004,0.9%,1,1,0
1110130,4020002,0.9%,1,1,0
1110130,4020003,0.9%,1,1,0
1110130,1032001,0.1%,1,1,0
1110130,1002010,0.09%,1,1,0
1110130,1002033,0.09%,1,1,0
1110130,1002143,0.09%,1,1,0
1110130,1041017,0.08%,1,1,0
1110130,1041044,0.08%,1,1,0
1110130,1041063,0.08%,1,1,0
1110130,1061012,0.08%,1,1,0
1110130,1061037,0.08%,1,1,0
1110130,1061059,0.08%,1,1,0
1110130,1072285,0.08%,1,1,0
1110130,1432005,0.05%,1,1,0
1110130,1452003,0.05%,1,1,0
1110130,1462002,0.05%,1,1,0
1110130,1482001,0.05%,1,1,0
1110130,1092008,0.045%,1,1,0
1110130,1302007,0.045%,1,1,0
1110130,1322000,0.045%,1,1,0
1110130,1412012,0.045%,1,1,0
1110130,2043102,0.03%,1,1,0
1110130,2048000,0.03%,1,1,0
1120100,4001349,99.9999%,1,1,28235
1120100,4001361,99.9999%,1,1,28250
1120100,4001365,99.9999%,1,1,28192
1120100,4032622,99.9999%,1,1,2359
1120100,4000006,36%,1,1,0
1120100,4032378,4%,1,1,2408
1120100,4032379,4%,1,1,2409
1120100,2060000,3%,1,1,0
1120100,2061000,3%,1,1,0
1120100,2000000,2%,1,1,0
1120100,2000003,2%,1,1,0
1120100,4010003,0.9%,1,1,0
1120100,4020002,0.9%,1,1,0
1120100,4030010,0.2%,1,1,0
1120100,1342000,0.15%,1,1,0
1120100,1032001,0.1%,1,1,0
1120100,2380010,0.1%,1,1,0
1120100,1040037,0.08%,1,1,0
1120100,1041026,0.08%,1,1,0
1120100,1060027,0.08%,1,1,0
1120100,1061022,0.08%,1,1,0
1120100,1482001,0.05%,1,1,0
1120100,1092000,0.045%,1,1,0
1120100,1422000,0.045%,1,1,0
1120100,2043002,0.03%,1,1,0
1130100,4031147,100%,1,1,2065
1130100,4032460,99.9999%,1,1,22529
1130100,4000018,36%,1,1,0
1130100,2060000,3%,1,1,0
1130100,2061000,3%,1,1,0
1130100,2000000,2%,1,1,0
1130100,2000003,2%,1,1,0
1130100,4010005,0.9%,1,1,0
1130100,4020004,0.9%,1,1,0
1130100,1032003,0.1%,1,1,0
1130100,2381000,0.1%,1,1,0
1130100,1002118,0.09%,1,1,0
1130100,1040019,0.08%,1,1,0
1130100,1041045,0.08%,1,1,0
1130100,1060015,0.08%,1,1,0
1130100,1061038,0.08%,1,1,0
1130100,1072008,0.08%,1,1,0
1130100,1492001,0.05%,1,1,0
1130100,1092007,0.045%,1,1,0
1130100,1312016,0.045%,1,1,0
1130100,1372001,0.045%,1,1,0
1130100,1382004,0.045%,1,1,0
1130100,1402001,0.045%,1,1,0
1130100,1402009,0.045%,1,1,0
1130100,2043202,0.03%,1,1,0
1140100,4000195,36%,1,1,0
1140100,2060000,3%,1,1,0
1140100,2061000,3%,1,1,0
1140100,2000000,2%,1,1,0
1140100,2000003,2%,1,1,0
1140100,4032460,0.9999%,1,1,22529
1140100,4010000,0.9%,1,1,0
1140100,4010004,0.9%,1,1,0
1140100,4020007,0.9%,1,1,0
1140100,4030012,0.5%,1,1,0
1140100,2381001,0.1%,1,1,0
1140100,1002107,0.09%,1,1,0
1140100,1002113,0.09%,1,1,0
1140100,1041029,0.08%,1,1,0
1140100,1041062,0.08%,1,1,0
1140100,1061027,0.08%,1,1,0
1140100,1061058,0.08%,1,1,0
1140100,1072046,0.08%,1,1,0
1140100,1072066,0.08%,1,1,0
1140100,1082018,0.06%,1,1,0
1140100,1082180,0.06%,1,1,0
1140100,1050003,0.045%,1,1,0
1140100,1050010,0.045%,1,1,0
1140100,1412012,0.045%,1,1,0
1140100,2040501,0.03%,1,1,0
1140100,2040801,0.03%,1,1,0
1140100,2044802,0.03%,1,1,0
1140100,2048001,0.03%,1,1,0
1140130,4000195,36%,1,1,0
1140130,2060000,3%,1,1,0
1140130,2061000,3%,1,1,0
1140130,2000000,2%,1,1,0
1140130,2000003,2%,1,1,0
1140130,4010000,0.9%,1,1,0
1140130,4010004,0.9%,1,1,0
1140130,4020007,0.9%,1,1,0
1140130,1002107,0.09%,1,1,0
1140130,1002113,0.09%,1,1,0
1140130,1041029,0.08%,1,1,0
1140130,1041062,0.08%,1,1,0
1140130,1061027,0.08%,1,1,0
1140130,1061058,0.08%,1,1,0
1140130,1072046,0.08%,1,1,0
1140130,1072066,0.08%,1,1,0
1140130,1082018,0.06%,1,1,0
1140130,1082180,0.06%,1,1,0
1140130,1050003,0.045%,1,1,0
1140130,1050010,0.045%,1,1,0
1140130,1412012,0.045%,1,1,0
1140130,2040501,0.03%,1,1,0
1140130,2040801,0.03%,1,1,0
1140130,2044802,0.03%,1,1,0
1140130,2048001,0.03%,1,1,0
1210100,4001349,99.9999%,1,1,28235
1210100,4032130,99.9999%,1,1,20707
1210100,4032453,99.9999%,1,1,22503
1210100,4032340,20%,1,1,21710
1210100,4000021,5%,1,1,0
1210100,4031846,5%,1,1,2173
1210100,4000017,4%,1,1,0
1210100,2060000,3%,1,1,0
1210100,2061000,3%,1,1,0
1210100,2000000,2%,1,1,0
1210100,2010009,2%,1,1,0
1210100,4010006,0.9%,1,1,0
1210100,4020006,0.9%,1,1,0
1210100,4030011,0.2%,1,1,0
1210100,2380006,0.1%,1,1,0
1210100,1002008,0.09%,1,1,0
1210100,1002610,0.09%,1,1,0
1210100,1040034,0.08%,1,1,0
1210100,1041014,0.08%,1,1,0
1210100,1061028,0.08%,1,1,0
1210100,1062002,0.08%,1,1,0
1210100,1472000,0.05%,1,1,0
1210100,1422000,0.045%,1,1,0
1210100,2040702,0.03%,1,1,0
1210100,2041021,0.03%,1,1,0
1210100,1442012,0.01%,1,1,0
1210100,1442013,0.01%,1,1,0
1210101,4001341,99.9999%,1,1,28172
1210101,4001342,99.9999%,1,1,28175
1210101,4001343,99.9999%,1,1,0
1210101,4001350,99.9999%,1,1,28235
1210101,4001357,99.9999%,1,1,28244
1210101,4000002,36%,1,1,0
1210101,4003004,20%,1,1,0
1210101,4000021,5%,1,1,0
1210101,4032377,4%,1,1,2407
1210101,2060000,3%,1,1,0
1210101,2061000,3%,1,1,0
1210101,2000000,2%,1,1,0
1210101,4010002,0.9%,1,1,0
1210101,4020001,0.9%,1,1,0
1210101,4030012,0.5%,1,1,0
1210101,1342000,0.15%,1,1,0
1210101,1032003,0.1%,1,1,0
1210101,2380009,0.1%,1,1,0
1210101,1040011,0.08%,1,1,0
1210101,1040014,0.08%,1,1,0
1210101,1040034,0.08%,1,1,0
1210101,1041012,0.08%,1,1,0
1210101,1060024,0.08%,1,1,0
1210101,1072285,0.08%,1,1,0
1210101,1492000,0.05%,1,1,0
1210101,1052098,0.045%,1,1,0
1210101,1402018,0.045%,1,1,0
1210101,2040902,0.03%,1,1,0
1210102,4001345,99.9999%,1,1,28170
1210102,4001354,99.9999%,1,1,28209
1210102,4001364,99.9999%,1,1,28192
1210102,4000001,36%,1,1,0
1210102,4032314,15%,1,1,21709
1210102,2060000,3%,1,1,0
1210102,2061000,3%,1,1,0
1210102,2000000,2%,1,1,0
1210102,4010000,0.9%,1,1,0
1210102,4020007,0.9%,1,1,0
1210102,2330000,0.4%,1,1,0
1210102,4030001,0.2%,1,1,0
1210102,2380007,0.1%,1,1,0
1210102,1002043,0.09%,1,1,0
1210102,1072004,0.08%,1,1,0
1210102,1072015,0.08%,1,1,0
1210102,1072031,0.08%,1,1,0
1210102,1002419,0.06%,1,1,0
1210102,1082012,0.06%,1,1,0
1210102,1432037,0.06%,1,1,0
1210102,1432000,0.05%,1,1,0
1210102,1052095,0.045%,1,1,0
1210102,1312000,0.045%,1,1,0
1210102,2040705,0.03%,1,1,0
1210103,4032620,99.9999%,1,1,2357
1210103,4032621,99.9999%,1,1,2378
1210103,4000037,36%,1,1,0
1210103,2060000,3%,1,1,0
1210103,2061000,3%,1,1,0
1210103,2000000,2%,1,1,0
1210103,2000003,2%,1,1,0
1210103,4006000,1%,1,1,0
1210103,4010002,0.9%,1,1,0
1210103,4020005,0.9%,1,1,0
1210103,2330000,0.4%,1,1,0
1210103,1342000,0.15%,1,1,0
1210103,2380012,0.1%,1,1,0
1210103,1002075,0.09%,1,1,0
1210103,1040035,0.08%,1,1,0
1210103,1041062,0.08%,1,1,0
1210103,1060025,0.08%,1,1,0
1210103,1061058,0.08%,1,1,0
1210103,1072019,0.08%,1,1,0
1210103,1082180,0.06%,1,1,0
1210103,1432000,0.05%,1,1,0
1210103,1492001,0.05%,1,1,0
1210103,1402018,0.045%,1,1,0
1210103,1412012,0.045%,1,1,0
1210103,2041004,0.03%,1,1,0
1210103,2041015,0.03%,1,1,0
1210103,2043302,0.03%,1,1,0
1210103,2048001,0.03%,1,1,0
1210103,1432008,0.005%,1,1,0
2100100,4000324,36%,1,1,0
2100100,4003004,20%,1,1,0
2100100,2060000,3%,1,1,0
2100100,2061000,3%,1,1,0
2100100,2000001,2%,1,1,0
2100100,2000003,2%,1,1,0
2100100,4010001,0.9%,1,1,0
2100100,4010007,0.9%,1,1,0
2100100,4020006,0.9%,1,1,0
2100100,1032009,0.1%,1,1,0
2100100,1902059,0.1%,1,1,0
2100100,1912052,0.1%,1,1,0
2100100,2381004,0.1%,1,1,0
2100100,1002119,0.09%,1,1,0
2100100,1072007,0.08%,1,1,0
2100100,1072288,0.08%,1,1,0
2100100,1082002,0.06%,1,1,0
2100100,1332010,0.05%,1,1,0
2100100,1050005,0.045%,1,1,0
2100100,1050025,0.045%,1,1,0
2100100,1382002,0.045%,1,1,0
2100100,2040420,0.03%,1,1,0
2100100,2040601,0.03%,1,1,0
2100100,2049000,0.015%,1,1,0
2100101,4000325,36%,1,1,0
2100101,4003004,20%,1,1,0
2100101,2060000,3%,1,1,0
2100101,2061000,3%,1,1,0
2100101,2000001,2%,1,1,0
2100101,2000003,2%,1,1,0
2100101,2002002,2%,1,1,0
2100101,4010006,0.9%,1,1,0
2100101,4010007,0.9%,1,1,0
2100101,4020001,0.9%,1,1,0
2100101,2381005,0.1%,1,1,0
2100101,1002129,0.09%,1,1,0
2100101,1041027,0.08%,1,1,0
2100101,1060017,0.08%,1,1,0
2100101,1061025,0.08%,1,1,0
2100101,1061028,0.08%,1,1,0
2100101,1082183,0.06%,1,1,0
2100101,1472006,0.05%,1,1,0
2100101,1092021,0.045%,1,1,0
2100101,2044210,0.03%,1,1,0
2100101,2044602,0.03%,1,1,0
2100102,4000329,36%,1,1,0
2100102,2060000,3%,1,1,0
2100102,2061000,3%,1,1,0
2100102,2000001,2%,1,1,0
2100102,2000003,2%,1,1,0
2100102,2022155,2%,1,1,0
2100102,4010002,0.9%,1,1,0
2100102,4010007,0.9%,1,1,0
2100102,4020004,0.9%,1,1,0
2100102,1032006,0.1%,1,1,0
2100102,2381010,0.1%,1,1,0
2100102,1002048,0.09%,1,1,0
2100102,1040044,0.08%,1,1,0
2100102,1060033,0.08%,1,1,0
2100102,1072027,0.08%,1,1,0
2100102,1082183,0.06%,1,1,0
2100102,1082186,0.06%,1,1,0
2100102,1462003,0.05%,1,1,0
2100102,1050024,0.045%,1,1,0
2100102,1051004,0.045%,1,1,0
2100102,2040705,0.03%,1,1,0
2100102,2043212,0.03%,1,1,0
2100102,2044102,0.03%,1,1,0
2100102,2044901,0.03%,1,1,0
2100103,4000330,36%,1,1,0
2100103,2060000,3%,1,1,0
2100103,2061000,3%,1,1,0
2100103,2000001,2%,1,1,0
2100103,2000003,2%,1,1,0
2100103,2022155,2%,1,1,0
2100103,4010003,0.9%,1,1,0
2100103,4010007,0.9%,1,1,0
2100103,4020004,0.9%,1,1,0
2100103,2381023,0.1%,1,1,0
2100103,1002096,0.09%,1,1,0
2100103,1041058,0.08%,1,1,0
2100103,1061054,0.08%,1,1,0
2100103,1072054,0.08%,1,1,0
2100103,1072078,0.08%,1,1,0
2100103,1072291,0.08%,1,1,0
2100103,1082016,0.06%,1,1,0
2100103,1432002,0.05%,1,1,0
2100103,1050011,0.045%,1,1,0
2100103,1092002,0.045%,1,1,0
2100103,1322009,0.045%,1,1,0
2100103,2040501,0.03%,1,1,0
2100103,2044314,0.03%,1,1,0
2100104,4000331,36%,1,1,0
2100104,2060000,3%,1,1,0
2100104,2061000,3%,1,1,0
2100104,2000001,2%,1,1,0
2100104,2000003,2%,1,1,0
2100104,2002003,2%,1,1,0
2100104,2022155,2%,1,1,0
2100104,4004001,1%,1,1,0
2100104,4010007,0.9%,1,1,0
2100104,4020005,0.9%,1,1,0
2100104,4020006,0.9%,1,1,0
2100104,2381028,0.1%,1,1,0
2100104,1002004,0.09%,1,1,0
2100104,1040068,0.08%,1,1,0
2100104,1060057,0.08%,1,1,0
2100104,1072087,0.08%,1,1,0
2100104,1082052,0.06%,1,1,0
2100104,1082186,0.06%,1,1,0
2100104,1092019,0.045%,1,1,0
2100104,1322003,0.045%,1,1,0
2100104,1442001,0.045%,1,1,0
2100104,2041002,0.03%,1,1,0
2100104,2043214,0.03%,1,1,0
2100105,4000328,36%,1,1,0
2100105,2060000,3%,1,1,0
2100105,2061000,3%,1,1,0
2100105,2000001,2%,1,1,0
2100105,2000003,2%,1,1,0
2100105,4006001,1%,1,1,0
2100105,4010004,0.9%,1,1,0
2100105,4010007,0.9%,1,1,0
2100105,2330000,0.4%,1,1,0
2100105,2381015,0.1%,1,1,0
2100105,1002013,0.09%,1,1,0
2100105,1002119,0.09%,1,1,0
2100105,1072007,0.08%,1,1,0
2100105,1072086,0.08%,1,1,0
2100105,1082020,0.06%,1,1,0
2100105,1452003,0.05%,1,1,0
2100105,1482003,0.05%,1,1,0
2100105,1052101,0.045%,1,1,0
2100105,1302006,0.045%,1,1,0
2100105,1372004,0.045%,1,1,0
2100105,2040316,0.03%,1,1,0
2100105,2040319,0.03%,1,1,0
2100105,2040902,0.03%,1,1,0
2100105,2044002,0.03%,1,1,0
2100105,2044412,0.03%,1,1,0
2100106,4000326,36%,1,1,0
2100106,2060000,3%,1,1,0
2100106,2061000,3%,1,1,0
2100106,2000001,2%,1,1,0
2100106,2000003,2%,1,1,0
2100106,2002004,2%,1,1,0
2100106,4010007,0.9%,1,1,0
2100106,4020000,0.9%,1,1,0
2100106,4020007,0.9%,1,1,0
2100106,2330000,0.4%,1,1,0
2100106,1032004,0.1%,1,1,0
2100106,2381019,0.1%,1,1,0
2100106,1002055,0.09%,1,1,0
2100106,1040049,0.08%,1,1,0
2100106,1060037,0.08%,1,1,0
2100106,1082068,0.06%,1,1,0
2100106,1432001,0.05%,1,1,0
2100106,1492002,0.05%,1,1,0
2100106,1050001,0.045%,1,1,0
2100106,1402002,0.045%,1,1,0
2100106,2040926,0.03%,1,1,0
2100106,2044501,0.03%,1,1,0
2100107,4000327,36%,1,1,0
2100107,2060000,3%,1,1,0
2100107,2061000,3%,1,1,0
2100107,2000001,2%,1,1,0
2100107,2000003,2%,1,1,0
2100107,4010007,0.9%,1,1,0
2100107,4020002,0.9%,1,1,0
2100107,4020003,0.9%,1,1,0
2100107,2070002,0.1%,1,1,0
2100107,2381025,0.1%,1,1,0
2100107,1002141,0.09%,1,1,0
2100107,1040059,0.08%,1,1,0
2100107,1041054,0.08%,1,1,0
2100107,1060045,0.08%,1,1,0
2100107,1061050,0.08%,1,1,0
2100107,1332004,0.05%,1,1,0
2100107,1492003,0.05%,1,1,0
2100107,1051011,0.045%,1,1,0
2100107,1382017,0.045%,1,1,0
2100107,2048001,0.03%,1,1,0
2100108,4000333,36%,1,1,0
2100108,4031568,30%,1,1,3911
2100108,4003004,20%,1,1,0
2100108,2060000,3%,1,1,0
2100108,2061000,3%,1,1,0
2100108,2000001,2%,1,1,0
2100108,2000003,2%,1,1,0
2100108,2002005,2%,1,1,0
2100108,4004002,1%,1,1,0
2100108,4010001,0.9%,1,1,0
2100108,4010002,0.9%,1,1,0
2100108,4010007,0.9%,1,1,0
2100108,2381030,0.1%,1,1,0
2100108,1002164,0.09%,1,1,0
2100108,1040062,0.08%,1,1,0
2100108,1060051,0.08%,1,1,0
2100108,1082005,0.06%,1,1,0
2100108,1332009,0.05%,1,1,0
2100108,1482003,0.05%,1,1,0
2100108,1050029,0.045%,1,1,0
2100108,1412004,0.045%,1,1,0
2100108,2043002,0.03%,1,1,0
2100108,2043701,0.03%,1,1,0
2100108,2044014,0.03%,1,1,0
2100108,2044214,0.03%,1,1,0
2100108,2044801,0.03%,1,1,0
2110200,4000015,36%,1,1,0
2110200,4032390,36%,1,1,0
2110200,2060000,3%,1,1,0
2110200,2061000,3%,1,1,0
2110200,2000001,2%,1,1,0
2110200,2000003,2%,1,1,0
2110200,2002003,2%,1,1,0
2110200,4010000,0.9%,1,1,0
2110200,4020006,0.9%,1,1,0
2110200,4030012,0.5%,1,1,0
2110200,2330000,0.4%,1,1,0
2110200,1342001,0.15%,1,1,0
2110200,2381007,0.1%,1,1,0
2110200,1002005,0.09%,1,1,0
2110200,1002038,0.09%,1,1,0
2110200,1040044,0.08%,1,1,0
2110200,1041008,0.08%,1,1,0
2110200,1060002,0.08%,1,1,0
2110200,1060033,0.08%,1,1,0
2110200,1061006,0.08%,1,1,0
2110200,1072073,0.08%,1,1,0
2110200,1082000,0.06%,1,1,0
2110200,1462004,0.05%,1,1,0
2110200,1492002,0.05%,1,1,0
2110200,1050006,0.045%,1,1,0
2110200,1052104,0.045%,1,1,0
2110200,1092000,0.045%,1,1,0
2110200,1302004,0.045%,1,1,0
2110200,1442001,0.045%,1,1,0
2110200,1382012,0.04%,1,1,0
2110200,2043214,0.03%,1,1,0
2110200,2044102,0.03%,1,1,0
2110300,4000350,36%,1,1,0
2110300,2060000,3%,1,1,0
2110300,2061000,3%,1,1,0
2110300,2000001,2%,1,1,0
2110300,2000003,2%,1,1,0
2110300,2002004,2%,1,1,0
2110300,4010007,0.9%,1,1,0
2110300,4020000,0.9%,1,1,0
2110300,4020007,0.9%,1,1,0
2110300,1032004,0.1%,1,1,0
2110300,2381020,0.1%,1,1,0
2110300,1002055,0.09%,1,1,0
2110300,1002619,0.09%,1,1,0
2110300,1040049,0.08%,1,1,0
2110300,1060037,0.08%,1,1,0
2110300,1082068,0.06%,1,1,0
2110300,1432001,0.05%,1,1,0
2110300,1050001,0.045%,1,1,0
2110300,1402002,0.045%,1,1,0
2110300,2043214,0.03%,1,1,0
2110300,2044501,0.03%,1,1,0
2110301,4000351,36%,1,1,0
2110301,2060000,3%,1,1,0
2110301,2061000,3%,1,1,0
2110301,2000001,2%,1,1,0
